x_acceleration_linear, y_acceleration_linear, z_acceleration_linear, x_velocity_linear, y_velocity_linear, z_velocity_linear, x_position_linear, y_position_linear, z_position_linear, 
0.0016,-0.0008,-0.0008,0,-0.00610352,0,0,0,0,
0.0016,0.0016,0.0008,0,0,0,0,0,0,
-0.0016,0,0.0032,-0.00610352,0,0,0,0,0,
-0.0016,0.0024,0,-0.00610352,0,0,0,0,0,
-0.0016,0.0032,0.0024,-0.00610352,0,0,0,0,0,
-0.0016,0.0008,0.004,-0.00610352,0,0,0,0,0,
-0.0016,0.0024,0.0016,-0.00610352,0,0,0,0,0,
0,0.0024,0.0008,0,0,0,0,0,0,
-0.0008,0.0016,0.0032,-0.00610352,0,0,0,0,0,
-0.0016,0.0008,0.0032,-0.00610352,0,0,0,0,0,
-0.0048,0.0008,0.0048,-0.00610352,0,0,0,0,0,
-0.0008,-0.0016,0.0016,-0.00610352,-0.00610352,0,0,0,0,
0,-0.0008,0.0008,0,0,0,0,0,0,
0,-0.0016,0,0,-0.00610352,0,0,0,0,
0.0024,-0.0024,0.0008,0,-0.00610352,0,0,0,0,
0.0008,0.0008,0,0,-0.00610352,0,0,0,0,
0.0008,-0.0024,0,0,-0.00610352,-0.00610352,0,0,0,
0.004,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.0008,0,0,-0.00610352,0,0,0,0,
0.0016,-0.0016,0,0,-0.00610352,-0.00610352,0,0,0,
0.0024,-0.0024,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.0032,0.0008,0,-0.00610352,-0.00610352,0,0,0,
0,-0.0024,0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.0032,0,0,-0.00610352,0,0,0,0,
0.0016,-0.0048,0,0,-0.00610352,0,0,0,0,
0.0016,-0.0064,-0.0008,0,-0.00610352,0,0,0,0,
0.0008,-0.004,0,0,-0.00610352,0,0,0,0,
0.0016,0,0.0008,0,0,0,0,0,0,
0.0008,0.0008,0,0,0,0,0,0,0,
0.0016,-0.0008,0,0,0,0,0,0,0,
-0.0008,0.0008,-0.0016,-0.00610352,0,-0.00610352,0,0,0,
0,0,0.0016,0,0,0,0,0,0,
-0.0024,0.0008,-0.0008,-0.00610352,0,0,0,0,0,
0.0008,0,-0.0008,-0.00610352,0,0,0,0,0,
-0.0016,0.0032,-0.0016,-0.00610352,0,-0.00610352,0,0,0,
-0.0024,0.0032,0,-0.00610352,0,0,0,0,0,
-0.0032,0.0024,0,-0.00610352,0,0,0,0,0,
-0.0016,0,0.0024,-0.00610352,0,0,0,0,0,
0.0008,0.0016,0.0024,0,0,0,0,0,0,
-0.0024,0.0008,0.0008,-0.00610352,0,0,0,0,0,
0,0.0008,0.0024,-0.00610352,0,0,0,0,0,
0.0016,0.0008,0,0,0,0,0,0,0,
-0.0008,0,-0.0016,-0.00610352,0,-0.00610352,0,0,0,
-0.0016,0,0.0008,-0.00610352,-0.00610352,0,0,0,0,
0.0008,-0.0032,0,0,-0.00610352,0,0,0,0,
0,-0.0032,0.0032,0,-0.00610352,0,0,0,0,
0.0024,-0.0032,0,0,-0.00610352,0,0,0,0,
0.0016,-0.004,0.004,0,-0.00610352,0,0,0,0,
0.0008,-0.0024,0.0008,0,-0.00610352,0,0,0,0,
0.0024,-0.004,0.004,0,-0.00610352,0,0,0,0,
0.004,-0.0024,0.0024,0,-0.00610352,0,0,0,0,
0.0008,-0.0024,0.0016,0,-0.00610352,0,0,0,0,
0.004,-0.0008,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
0.0024,-0.0024,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
-0.0008,-0.0016,-0.0032,-0.00610352,-0.00610352,-0.00610352,0,0,0,
0,-0.0016,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
-0.0016,-0.0008,0.0016,-0.00610352,-0.00610352,0,0,0,0,
0.0032,0.004,-0.0024,0,0,-0.00610352,0,0,0,
-0.0024,0,0.0016,-0.00610352,0,0,0,0,0,
-0.004,0.0024,0,-0.00610352,0,0,0,0,0,
0.0024,0.0032,0,0,0,0,0,0,0,
-0.0016,0.0016,0.0024,-0.00610352,0,0,0,0,0,
-0.0016,0.0016,0.0016,-0.00610352,0,0,0,0,0,
-0.0056,-0.0008,0.0008,-0.00610352,0,0,0,0,0,
0,-0.0008,0.0016,-0.00610352,-0.00610352,0,0,0,0,
0,0.0008,0.0016,0,-0.00610352,0,0,0,0,
-0.0024,0.0016,0.0032,-0.00610352,0,0,0,0,0,
-0.0008,0.0016,0.0032,-0.00610352,0,0,0,0,0,
0,-0.0008,0.0024,-0.00610352,0,0,0,0,0,
0.0008,0,0.0048,0,0,0,0,0,0,
0,0.0024,0.0064,0,0,0,0,0,0,
0.0016,0.0016,0.0032,0,0,0,0,0,0,
0,-0.0016,0.0024,0,0,0,0,0,0,
-0.0008,-0.0016,0.0008,0,-0.00610352,0,0,0,0,
0.0024,-0.0032,0.0032,0,-0.00610352,0,0,0,0,
0.0016,-0.0016,0.0008,0,-0.00610352,0,0,0,0,
0,-0.0008,0.004,0,-0.00610352,0,0,0,0,
-0.0024,-0.0016,0.0048,-0.00610352,-0.00610352,0,0,0,0,
-0.0008,-0.0008,0.004,-0.00610352,-0.00610352,0,0,0,0,
-0.0008,-0.0024,0.0032,-0.00610352,-0.00610352,0,0,0,0,
0.0016,0,0.0024,0,-0.00610352,0,0,0,0,
0.0024,0.0016,0.0032,0,0,0,0,0,0,
0.0008,0,0.0008,0,0,0,0,0,0,
0.0008,-0.0016,0.0024,0,-0.00610352,0,0,0,0,
0.0008,-0.0016,0.0016,0,-0.00610352,0,0,0,0,
0.0024,0,0.0016,0,-0.00610352,0,0,0,0,
0.0016,0,0.0016,0,0,0,0,0,0,
0.0032,-0.0016,0,0,-0.00610352,0,0,0,0,
0.0016,-0.0016,0.0008,0,-0.00610352,0,0,0,0,
0.0008,0,0,0,-0.00610352,0,0,0,0,
-0.0008,-0.0008,-0.0008,0,-0.00610352,0,0,0,0,
0.0016,-0.0016,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0016,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0032,-0.0008,0,0,-0.00610352,0,0,0,0,
0.0024,-0.0016,-0.0008,0,-0.00610352,0,0,0,0,
0.0016,-0.0008,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0032,-0.0024,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0024,-0.0008,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0024,-0.0008,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
0,0,-0.0032,0,0,-0.00610352,0,0,0,
0.0008,-0.0008,-0.0016,0,0,-0.00610352,0,0,0,
0,-0.0016,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
-0.0008,-0.0016,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
-0.0016,-0.0032,-0.0016,-0.00610352,-0.00610352,-0.00610352,0,0,0,
0,-0.0032,-0.0032,-0.00610352,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.004,0,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.004,0,0,-0.00610352,0,0,0,0,
0.0008,-0.0016,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.0032,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0016,0,0,0,-0.00610352,-0.00610352,0,0,0,
-0.0008,0.0024,0,0,0,0,0,0,0,
-0.0016,0.0008,-0.0016,-0.00610352,0,-0.00610352,0,0,0,
-0.0008,0.0016,-0.0016,-0.00610352,0,-0.00610352,0,0,0,
0,0.004,-0.004,0,0,-0.00610352,0,0,0,
-0.0024,0.0032,-0.0024,-0.00610352,0,-0.00610352,0,0,0,
0,0.0016,0,-0.00610352,0,-0.00610352,0,0,0,
0.0016,0,0,0,0,0,0,0,0,
0.004,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0056,-0.0008,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
0.0048,0,-0.0032,0,-0.00610352,-0.00610352,0,0,0,
0.0024,-0.0008,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0032,-0.0008,0.0016,0,-0.00610352,0,0,0,0,
0.0024,-0.0016,-0.0008,0,-0.00610352,0,0,0,0,
0.0008,-0.0016,-0.0032,0,-0.00610352,-0.00610352,0,0,0,
0,-0.0032,0,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0048,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0024,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0032,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0016,0.0008,0,0,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.0024,-0.0008,0,-0.00610352,0,0,0,0,
0.004,-0.0016,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0032,-0.0016,0,0,-0.00610352,-0.00610352,0,0,0,
0.0024,-0.0016,0.0024,0,-0.00610352,0,0,0,0,
0.0016,-0.0024,0.0008,0,-0.00610352,0,0,0,0,
0.0024,-0.004,0.0016,0,-0.00610352,0,0,0,0,
0.0032,-0.0016,0.0008,0,-0.00610352,0,0,0,0,
0.0032,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0008,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0008,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0,-0.0008,0,0,-0.00610352,0,0,0,0,
0,0.0008,-0.0008,0,0,0,0,0,0,
0.0016,0,-0.0008,0,0,-0.00610352,0,0,0,
0.0016,0.0016,-0.0008,0,0,-0.00610352,0,0,0,
0,0,-0.0008,0,0,-0.00610352,0,0,0,
0,-0.0032,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0008,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0024,-0.0016,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
-0.0016,-0.0024,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0,-0.0008,0.0008,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0024,-0.0024,-0.0024,-0.00610352,-0.00610352,-0.00610352,0,0,0,
0,-0.0032,-0.0032,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0008,0,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0,0,0,0,0,-0.00610352,0,0,0,
-0.0016,-0.0008,-0.0016,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0008,0,0.0024,-0.00610352,-0.00610352,0,0,0,0,
0.0008,-0.0008,0.004,0,-0.00610352,0,0,0,0,
0,-0.0032,0.0032,0,-0.00610352,0,0,0,0,
0.0008,-0.0032,0.0016,0,-0.00610352,0,0,0,0,
-0.0008,-0.0016,0.0024,0,-0.00610352,0,0,0,0,
-0.0016,-0.0024,0.0032,-0.00610352,-0.00610352,0,0,0,0,
-0.0024,0,0.0016,-0.00610352,-0.00610352,0,0,0,0,
0,0.0008,0.0008,-0.00610352,0,0,0,0,0,
0,-0.0016,0.0016,0,-0.00610352,0,0,0,0,
0.0008,-0.0008,0.0032,0,-0.00610352,0,0,0,0,
-0.0024,-0.0016,0.0032,-0.00610352,-0.00610352,0,0,0,0,
-0.0016,0.0032,0.0032,-0.00610352,0,0,0,0,0,
0,0.0024,0.0024,-0.00610352,0,0,0,0,0,
-0.0008,0.0032,0.0024,0,0,0,0,0,0,
-0.0008,0.0008,0.0008,-0.00610352,0,0,0,0,0,
0.0008,0.0024,0.0024,0,0,0,0,0,0,
-0.0008,0.0008,0.0048,0,0,0,0,0,0,
0.0008,-0.0016,0.0024,0,-0.00610352,0,0,0,0,
0.0032,0,0.004,0,-0.00610352,0,0,0,0,
0.0024,-0.0008,0.004,0,0,0,0,0,0,
0.004,0.0008,0.0032,0,0,0,0,0,0,
0.0024,0.0032,0.004,0,0,0,0,0,0,
0.0008,0.0008,0.0008,0,0,0,0,0,0,
0,0,0.0016,0,0,0,0,0,0,
-0.0008,-0.0008,0.0032,0,-0.00610352,0,0,0,0,
-0.0008,0.0032,0.0032,-0.00610352,0,0,0,0,0,
-0.0008,0,0.0024,-0.00610352,0,0,0,0,0,
-0.0008,-0.0032,0.0032,-0.00610352,-0.00610352,0,0,0,0,
0.0008,-0.0008,0.004,0,-0.00610352,0,0,0,0,
0.004,0.0024,0.0016,0,0,0,0,0,0,
0.0024,0.0024,0.0008,0,0,0,0,0,0,
0.0008,0.004,0.0008,0,0,0,0,0,0,
0.0008,0.0008,0.0016,0,0,0,0,0,0,
-0.0016,-0.0008,0.004,-0.00610352,0,0,0,0,0,
0.0016,-0.0008,0.0016,0,-0.00610352,0,0,0,0,
0.0016,0,0.0016,0,-0.00610352,0,0,0,0,
0,-0.0008,0,0,-0.00610352,0,0,0,0,
-0.0016,-0.0008,0,-0.00610352,-0.00610352,0,0,0,0,
-0.0016,-0.0008,0.0016,-0.00610352,-0.00610352,0,0,0,0,
-0.0008,-0.0016,-0.0008,-0.00610352,-0.00610352,0,0,0,0,
-0.0008,-0.0024,-0.0016,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0032,-0.0008,-0.0016,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0016,0,0,-0.00610352,0,-0.00610352,0,0,0,
-0.0016,0,0.0008,-0.00610352,0,0,0,0,0,
-0.004,0,-0.0008,-0.00610352,0,0,0,0,0,
-0.0032,0.0024,0,-0.00610352,0,0,0,0,0,
-0.0048,0,0.0016,-0.00610352,0,0,0,0,0,
-0.0024,-0.0024,-0.0016,-0.00610352,-0.00610352,0,0,0,0,
-0.0016,0,-0.0008,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0016,0.0024,0,-0.00610352,0,-0.00610352,0,0,0,
-0.0024,0.0024,0.0016,-0.00610352,0,0,0,0,0,
0.0008,0,0.0008,-0.00610352,0,0,0,0,0,
0,0,-0.0008,0,0,0,0,0,0,
-0.0008,-0.0032,-0.0008,-0.00610352,-0.00610352,-0.00610352,0,0,0,
-0.0016,-0.0016,0.0032,-0.00610352,-0.00610352,0,0,0,0,
-0.004,0.0016,0.0024,-0.00610352,0,0,0,0,0,
-0.0024,0.0016,0.004,-0.00610352,0,0,0,0,0,
-0.0016,-0.0008,0.0016,-0.00610352,0,0,0,0,0,
0,0.0008,0.0008,-0.00610352,0,0,0,0,0,
0.0016,0,0,0,0,0,0,0,0,
0,0.0016,0.0024,0,0,0,0,0,0,
-0.0008,0.0008,0.0008,0,0,0,0,0,0,
0,-0.0008,0.0008,0,0,0,0,0,0,
-0.0016,-0.0008,0.0008,-0.00610352,-0.00610352,0,0,0,0,
0.0008,0.0016,0.0008,-0.00610352,0,0,0,0,0,
0.0008,-0.0016,-0.0016,0,0,0,0,0,0,
0.0008,0.0008,0.0008,0,-0.00610352,0,0,0,0,
0.0024,0.0008,0.0008,0,0,0,0,0,0,
0.0016,0,0.0008,0,0,0,0,0,0,
0.0024,-0.0008,0.0008,0,-0.00610352,0,0,0,0,
0.0024,0.0016,0.0016,0,0,0,0,0,0,
0.0008,0.0016,0,0,0,0,0,0,0,
0.0016,0,-0.0008,0,0,0,0,0,0,
0.0024,-0.0008,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.004,-0.0008,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.0024,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0,0,0.0016,0,-0.00610352,0,0,0,0,
0.0008,0,0,0,0,0,0,0,0,
0.0016,0,0,0,0,0,0,0,0,
0.0024,-0.0016,-0.0032,0,-0.00610352,-0.00610352,0,0,0,
0,-0.0008,-0.0032,0,-0.00610352,-0.00610352,0,0,0,
0.0024,0.0008,-0.0032,0,0,-0.00610352,0,0,0,
0.0024,-0.0016,-0.0008,0,0,-0.00610352,0,0,0,
0.0016,-0.0016,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0032,-0.0008,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0056,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0032,0,0,-0.00610352,-0.00610352,0,0,0,
-0.0008,-0.0024,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0,0,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.0008,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
0.0032,-0.0024,-0.0032,0,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.0008,-0.0032,0,-0.00610352,-0.00610352,0,0,0,
0.0008,0,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.004,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0008,0.0008,-0.0024,0,0,-0.00610352,0,0,0,
0,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0024,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0024,-0.0024,-0.0024,0,-0.00610352,-0.00610352,0,0,0,
0.0032,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0016,0.0008,-0.0008,0,0,-0.00610352,0,0,0,
0.0016,-0.0008,-0.0032,0,0,-0.00610352,0,0,0,
0.0032,0.0008,-0.0024,0,0,-0.00610352,0,0,0,
0.0008,-0.0024,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0016,-0.004,0.0016,0,-0.00610352,0,0,0,0,
0,-0.0008,0.0016,0,-0.00610352,0,0,0,0,
0.0008,-0.0008,-0.0008,0,-0.00610352,0,0,0,0,
0.0032,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0016,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0008,0.0016,0,0,0,-0.00610352,0,0,0,
0.0008,-0.0008,0.0008,0,0,0,0,0,0,
0,0,-0.0016,0,-0.00610352,-0.00610352,0,0,0,
0.0024,0,-0.0016,0,0,-0.00610352,0,0,0,
0.0024,-0.0016,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0008,0,-0.0008,0,-0.00610352,-0.00610352,0,0,0,
0.0008,-0.0016,0,0,-0.00610352,0,0,0,0,
-0.0008,0.0016,0.0008,0,0,0,0,0,0,
0,0.0016,0.0008,0,0,0,0,0,0,
-0.0008,-0.0008,0.0008,0,0,0,0,0,0,
-0.0008,-0.0008,0.0008,-0.00610352,-0.00610352,0,0,0,0,
